transaction_id,account_id,bank,account_type,timestamp,date,merchant_raw,merchant,category,amount_sar,direction,currency
TXN-1471,ACC-SNB-003,Saudi National Bank,Savings,2026-01-27 07:38,2026-01-27,AL BAIK  RIYADH SA,Al Baik,Food & Dining,57.52,debit,SAR
TXN-1472,ACC-SNB-003,Saudi National Bank,Savings,2026-01-27 08:30,2026-01-27,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,162.65,debit,SAR
TXN-1474,ACC-SNB-003,Saudi National Bank,Savings,2026-01-27 11:44,2026-01-27,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,24.01,debit,SAR
TXN-1473,ACC-SNB-003,Saudi National Bank,Savings,2026-01-27 13:56,2026-01-27,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,163.83,debit,SAR
TXN-1007,ACC-ALINMA-001,Alinma Bank,Current,2026-01-27 14:00,2026-01-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11761.15,credit,SAR
TXN-1475,ACC-SNB-003,Saudi National Bank,Savings,2026-01-28 10:23,2026-01-28,SAPTCO  RIYADH SA,SAPTCO,Transport,24.52,debit,SAR
TXN-1476,ACC-SNB-003,Saudi National Bank,Savings,2026-01-29 02:56,2026-01-29,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,58.14,debit,SAR
TXN-1477,ACC-ALINMA-001,Alinma Bank,Current,2026-01-29 05:41,2026-01-29,UBER  RIYADH SA,Uber,Transport,29.51,debit,SAR
TXN-1478,ACC-SNB-003,Saudi National Bank,Savings,2026-01-30 11:14,2026-01-30,PETROMIN  RIYADH SA,Petromin,Transport,81.1,debit,SAR
TXN-1479,ACC-SNB-003,Saudi National Bank,Savings,2026-01-30 23:51,2026-01-30,KUDU  RIYADH SA,Kudu,Food & Dining,59.8,debit,SAR
TXN-1480,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-31 13:06,2026-01-31,KUDU  RIYADH SA,Kudu,Food & Dining,51.93,debit,SAR
TXN-1482,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-31 22:25,2026-01-31,IKEA  RIYADH SA,IKEA,Shopping,411.22,debit,SAR
TXN-1481,ACC-SNB-003,Saudi National Bank,Savings,2026-02-01 03:36,2026-02-01,DANUBE  RIYADH SA,Danube,Groceries,468.47,debit,SAR
TXN-1483,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-02 00:45,2026-02-02,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,30.41,debit,SAR
TXN-1484,ACC-ALINMA-001,Alinma Bank,Current,2026-02-03 08:10,2026-02-03,CAREEM  RIYADH SA,Careem,Transport,43.59,debit,SAR
TXN-1485,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-04 05:07,2026-02-04,H&M  RIYADH SA,H&M,Shopping,233.32,debit,SAR
TXN-1486,ACC-ALINMA-001,Alinma Bank,Current,2026-02-04 12:02,2026-02-04,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,278.57,debit,SAR
TXN-1489,ACC-SNB-003,Saudi National Bank,Savings,2026-02-04 23:51,2026-02-04,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,197.13,debit,SAR
TXN-1487,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-05 00:02,2026-02-05,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,194.39,debit,SAR
TXN-1488,ACC-SNB-003,Saudi National Bank,Savings,2026-02-05 11:01,2026-02-05,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,115.11,debit,SAR
TXN-1490,ACC-ALINMA-001,Alinma Bank,Current,2026-02-06 09:53,2026-02-06,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,164.85,debit,SAR
TXN-1491,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-06 21:01,2026-02-06,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,173.85,debit,SAR
TXN-1492,ACC-ALINMA-001,Alinma Bank,Current,2026-02-07 22:04,2026-02-07,MOBILY  RIYADH SA,Mobily,Utilities,255.75,debit,SAR
TXN-1493,ACC-ALINMA-001,Alinma Bank,Current,2026-02-08 12:10,2026-02-08,SAPTCO  RIYADH SA,SAPTCO,Transport,19.81,debit,SAR
TXN-1495,ACC-SNB-003,Saudi National Bank,Savings,2026-02-08 22:13,2026-02-08,HERFY  RIYADH SA,Herfy,Food & Dining,46.86,debit,SAR
TXN-1494,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-09 08:21,2026-02-09,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,183.74,debit,SAR
TXN-1496,ACC-ALINMA-001,Alinma Bank,Current,2026-02-09 11:24,2026-02-09,H&M  RIYADH SA,H&M,Shopping,182.26,debit,SAR
TXN-1497,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-09 21:15,2026-02-09,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,58.36,debit,SAR
TXN-1500,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-10 01:44,2026-02-10,SAPTCO  RIYADH SA,SAPTCO,Transport,24.61,debit,SAR
TXN-1498,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-10 01:46,2026-02-10,SPOTIFY  RIYADH SA,Spotify,Entertainment,13.36,debit,SAR
TXN-1499,ACC-SNB-003,Saudi National Bank,Savings,2026-02-10 13:16,2026-02-10,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,31.02,debit,SAR
TXN-1501,ACC-ALINMA-001,Alinma Bank,Current,2026-02-12 00:23,2026-02-12,NETFLIX  RIYADH SA,Netflix,Entertainment,46.09,debit,SAR
TXN-1502,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-12 01:43,2026-02-12,IKEA  RIYADH SA,IKEA,Shopping,800.79,debit,SAR
TXN-1506,ACC-ALINMA-001,Alinma Bank,Current,2026-02-13 21:56,2026-02-13,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,251.72,debit,SAR
TXN-1503,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-14 04:22,2026-02-14,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,371.56,debit,SAR
TXN-1505,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-14 04:51,2026-02-14,NETFLIX  RIYADH SA,Netflix,Entertainment,42.6,debit,SAR
TXN-1504,ACC-SNB-003,Saudi National Bank,Savings,2026-02-14 07:42,2026-02-14,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,278.58,debit,SAR
TXN-1509,ACC-SNB-003,Saudi National Bank,Savings,2026-02-15 03:37,2026-02-15,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,68.82,debit,SAR
TXN-1508,ACC-ALINMA-001,Alinma Bank,Current,2026-02-15 06:16,2026-02-15,CAREEM  RIYADH SA,Careem,Transport,30.77,debit,SAR
TXN-1507,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-15 06:59,2026-02-15,CARREFOUR  RIYADH SA,Carrefour,Groceries,286.31,debit,SAR
TXN-1512,ACC-ALINMA-001,Alinma Bank,Current,2026-02-16 02:40,2026-02-16,DUNKIN  RIYADH SA,Dunkin,Food & Dining,27.57,debit,SAR
TXN-1511,ACC-SNB-003,Saudi National Bank,Savings,2026-02-16 07:57,2026-02-16,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,281.26,debit,SAR
TXN-1510,ACC-SNB-003,Saudi National Bank,Savings,2026-02-16 08:49,2026-02-16,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,218.37,debit,SAR
TXN-1513,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-16 09:28,2026-02-16,AL BAIK  RIYADH SA,Al Baik,Food & Dining,34.82,debit,SAR
TXN-1514,ACC-SNB-003,Saudi National Bank,Savings,2026-02-17 03:15,2026-02-17,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,212.58,debit,SAR
TXN-1516,ACC-ALINMA-001,Alinma Bank,Current,2026-02-17 21:40,2026-02-17,DUNKIN  RIYADH SA,Dunkin,Food & Dining,27.35,debit,SAR
TXN-1517,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-17 21:41,2026-02-17,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,391.16,debit,SAR
TXN-1515,ACC-ALINMA-001,Alinma Bank,Current,2026-02-18 07:46,2026-02-18,UBER  RIYADH SA,Uber,Transport,21.82,debit,SAR
TXN-1519,ACC-ALINMA-001,Alinma Bank,Current,2026-02-19 09:16,2026-02-19,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,190.87,debit,SAR
TXN-1518,ACC-SNB-003,Saudi National Bank,Savings,2026-02-19 10:50,2026-02-19,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,80.94,debit,SAR
TXN-1521,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-19 21:09,2026-02-19,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,78.8,debit,SAR
TXN-1523,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-20 01:42,2026-02-20,SAPTCO  RIYADH SA,SAPTCO,Transport,31.65,debit,SAR
TXN-1520,ACC-ALINMA-001,Alinma Bank,Current,2026-02-20 07:03,2026-02-20,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,163.34,debit,SAR
TXN-1522,ACC-ALINMA-001,Alinma Bank,Current,2026-02-20 08:27,2026-02-20,KUDU  RIYADH SA,Kudu,Food & Dining,42.52,debit,SAR
TXN-1526,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-21 01:16,2026-02-21,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,277.01,debit,SAR
TXN-1527,ACC-ALINMA-001,Alinma Bank,Current,2026-02-21 08:09,2026-02-21,UBER  RIYADH SA,Uber,Transport,52.08,debit,SAR
TXN-1525,ACC-ALINMA-001,Alinma Bank,Current,2026-02-21 11:35,2026-02-21,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,1047.13,debit,SAR
TXN-1524,ACC-SNB-003,Saudi National Bank,Savings,2026-02-21 12:48,2026-02-21,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,126.72,debit,SAR
TXN-1528,ACC-ALINMA-001,Alinma Bank,Current,2026-02-22 01:07,2026-02-22,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,304.87,debit,SAR
TXN-1529,ACC-ALINMA-001,Alinma Bank,Current,2026-02-22 02:16,2026-02-22,CAREEM  RIYADH SA,Careem,Transport,43.21,debit,SAR
TXN-1530,ACC-SNB-003,Saudi National Bank,Savings,2026-02-22 02:33,2026-02-22,DANUBE  RIYADH SA,Danube,Groceries,445.03,debit,SAR
TXN-1531,ACC-ALINMA-001,Alinma Bank,Current,2026-02-22 12:13,2026-02-22,DANUBE  RIYADH SA,Danube,Groceries,278.96,debit,SAR
TXN-1532,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-23 07:50,2026-02-23,NETFLIX  RIYADH SA,Netflix,Entertainment,41.42,debit,SAR
TXN-1533,ACC-ALINMA-001,Alinma Bank,Current,2026-02-23 09:43,2026-02-23,AL BAIK  RIYADH SA,Al Baik,Food & Dining,27.94,debit,SAR
TXN-1535,ACC-SNB-003,Saudi National Bank,Savings,2026-02-24 05:45,2026-02-24,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,68.93,debit,SAR
TXN-1534,ACC-ALINMA-001,Alinma Bank,Current,2026-02-24 09:42,2026-02-24,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,35.53,debit,SAR
TXN-1536,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-24 10:41,2026-02-24,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,116.42,debit,SAR
TXN-1537,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-25 05:48,2026-02-25,HERFY  RIYADH SA,Herfy,Food & Dining,43.28,debit,SAR
TXN-1538,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-26 04:10,2026-02-26,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,96.04,debit,SAR
TXN-1539,ACC-SNB-003,Saudi National Bank,Savings,2026-02-26 22:56,2026-02-26,PETROMIN  RIYADH SA,Petromin,Transport,79.39,debit,SAR
TXN-1008,ACC-ALINMA-001,Alinma Bank,Current,2026-02-27 14:00,2026-02-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11056.24,credit,SAR
TXN-1541,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-27 21:08,2026-02-27,UBER  RIYADH SA,Uber,Transport,25.9,debit,SAR
TXN-1540,ACC-SNB-003,Saudi National Bank,Savings,2026-02-28 01:59,2026-02-28,CARREFOUR  RIYADH SA,Carrefour,Groceries,166.51,debit,SAR
TXN-1542,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-02-28 02:29,2026-02-28,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,102.68,debit,SAR
TXN-1543,ACC-ALINMA-001,Alinma Bank,Current,2026-02-28 22:37,2026-02-28,CARREFOUR  RIYADH SA,Carrefour,Groceries,383.4,debit,SAR
TXN-1545,ACC-ALINMA-001,Alinma Bank,Current,2026-02-28 22:57,2026-02-28,UBER  RIYADH SA,Uber,Transport,55.88,debit,SAR
TXN-1544,ACC-ALINMA-001,Alinma Bank,Current,2026-03-01 13:38,2026-03-01,AL BAIK  RIYADH SA,Al Baik,Food & Dining,26.7,debit,SAR
TXN-1546,ACC-ALINMA-001,Alinma Bank,Current,2026-03-02 13:27,2026-03-02,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,93.38,debit,SAR
TXN-1547,ACC-SNB-003,Saudi National Bank,Savings,2026-03-04 12:58,2026-03-04,KUDU  RIYADH SA,Kudu,Food & Dining,48.55,debit,SAR
TXN-1548,ACC-ALINMA-001,Alinma Bank,Current,2026-03-05 21:16,2026-03-05,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,1114.66,debit,SAR
TXN-1549,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-05 22:26,2026-03-05,AL BAIK  RIYADH SA,Al Baik,Food & Dining,33.84,debit,SAR
TXN-1550,ACC-SNB-003,Saudi National Bank,Savings,2026-03-05 22:41,2026-03-05,WHITES PHARMACY  RIYADH SA,Whites Pharmacy,Health,31.59,debit,SAR
TXN-1551,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-06 10:55,2026-03-06,SAPTCO  RIYADH SA,SAPTCO,Transport,18.27,debit,SAR
TXN-1553,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-06 21:15,2026-03-06,NAMSHI  RIYADH SA,Namshi,Shopping,321.13,debit,SAR
TXN-1552,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-07 09:09,2026-03-07,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,238.1,debit,SAR
TXN-1554,ACC-SNB-003,Saudi National Bank,Savings,2026-03-07 09:15,2026-03-07,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,124.77,debit,SAR
TXN-1555,ACC-SNB-003,Saudi National Bank,Savings,2026-03-07 22:25,2026-03-07,AL BAIK  RIYADH SA,Al Baik,Food & Dining,65.88,debit,SAR
TXN-1556,ACC-SNB-003,Saudi National Bank,Savings,2026-03-08 07:29,2026-03-08,PETROMIN  RIYADH SA,Petromin,Transport,118.13,debit,SAR
TXN-1557,ACC-SNB-003,Saudi National Bank,Savings,2026-03-08 09:15,2026-03-08,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,68.06,debit,SAR
TXN-1559,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-09 04:59,2026-03-09,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,68.64,debit,SAR
TXN-1558,ACC-SNB-003,Saudi National Bank,Savings,2026-03-09 09:33,2026-03-09,BOULEVARD RIYADH  RIYADH SA,Boulevard Riyadh,Entertainment,195.31,debit,SAR
TXN-1560,ACC-SNB-003,Saudi National Bank,Savings,2026-03-09 12:54,2026-03-09,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,1381.37,debit,SAR
TXN-1563,ACC-SNB-003,Saudi National Bank,Savings,2026-03-09 22:20,2026-03-09,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,49.77,debit,SAR
TXN-1561,ACC-SNB-003,Saudi National Bank,Savings,2026-03-10 01:04,2026-03-10,SAPTCO  RIYADH SA,SAPTCO,Transport,15.53,debit,SAR
TXN-1562,ACC-SNB-003,Saudi National Bank,Savings,2026-03-10 08:15,2026-03-10,DANUBE  RIYADH SA,Danube,Groceries,309.89,debit,SAR
TXN-1564,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-11 09:06,2026-03-11,HERFY  RIYADH SA,Herfy,Food & Dining,50.48,debit,SAR
TXN-1565,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-11 11:42,2026-03-11,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,184.7,debit,SAR
TXN-1566,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-12 11:40,2026-03-12,CARREFOUR  RIYADH SA,Carrefour,Groceries,325.45,debit,SAR
TXN-1567,ACC-ALINMA-001,Alinma Bank,Current,2026-03-13 01:23,2026-03-13,IKEA  RIYADH SA,IKEA,Shopping,124.62,debit,SAR
TXN-1568,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-13 13:21,2026-03-13,CAREEM  RIYADH SA,Careem,Transport,46.51,debit,SAR
TXN-1569,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-14 05:03,2026-03-14,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,18.02,debit,SAR
TXN-1570,ACC-SNB-003,Saudi National Bank,Savings,2026-03-14 05:15,2026-03-14,DUNKIN  RIYADH SA,Dunkin,Food & Dining,36.09,debit,SAR
TXN-1571,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-14 12:54,2026-03-14,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,94.89,debit,SAR
TXN-1572,ACC-ALINMA-001,Alinma Bank,Current,2026-03-15 08:58,2026-03-15,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,258.73,debit,SAR
TXN-1574,ACC-SNB-003,Saudi National Bank,Savings,2026-03-17 01:59,2026-03-17,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,510.21,debit,SAR
TXN-1573,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-17 10:41,2026-03-17,DUNKIN  RIYADH SA,Dunkin,Food & Dining,37.31,debit,SAR
TXN-1575,ACC-SNB-003,Saudi National Bank,Savings,2026-03-18 07:55,2026-03-18,UBER  RIYADH SA,Uber,Transport,52.61,debit,SAR
TXN-1576,ACC-ALINMA-001,Alinma Bank,Current,2026-03-18 13:26,2026-03-18,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,60.87,debit,SAR
TXN-1577,ACC-SNB-003,Saudi National Bank,Savings,2026-03-19 11:59,2026-03-19,JARIR BOOKSTORE  RIYADH SA,Jarir Bookstore,Shopping,104.83,debit,SAR
TXN-1578,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-19 12:11,2026-03-19,NAMSHI  RIYADH SA,Namshi,Shopping,204.47,debit,SAR
TXN-1579,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-19 21:42,2026-03-19,DANUBE  RIYADH SA,Danube,Groceries,304.25,debit,SAR
TXN-1581,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-20 04:54,2026-03-20,NAMSHI  RIYADH SA,Namshi,Shopping,115.44,debit,SAR
TXN-1580,ACC-ALINMA-001,Alinma Bank,Current,2026-03-20 06:35,2026-03-20,NAMSHI  RIYADH SA,Namshi,Shopping,242.5,debit,SAR
TXN-1583,ACC-SNB-003,Saudi National Bank,Savings,2026-03-21 22:35,2026-03-21,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,152.76,debit,SAR
TXN-1582,ACC-ALINMA-001,Alinma Bank,Current,2026-03-21 22:52,2026-03-21,STC  RIYADH SA,STC,Utilities,240.67,debit,SAR
TXN-1584,ACC-SNB-003,Saudi National Bank,Savings,2026-03-22 10:52,2026-03-22,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,136.27,debit,SAR
TXN-1585,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-24 02:34,2026-03-24,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,286.09,debit,SAR
TXN-1586,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-24 05:42,2026-03-24,UBER  RIYADH SA,Uber,Transport,34.28,debit,SAR
TXN-1588,ACC-ALINMA-001,Alinma Bank,Current,2026-03-25 05:19,2026-03-25,NETFLIX  RIYADH SA,Netflix,Entertainment,52.13,debit,SAR
TXN-1587,ACC-SNB-003,Saudi National Bank,Savings,2026-03-25 06:19,2026-03-25,CARREFOUR  RIYADH SA,Carrefour,Groceries,321.13,debit,SAR
TXN-1589,ACC-ALINMA-001,Alinma Bank,Current,2026-03-25 08:59,2026-03-25,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,32.49,debit,SAR
TXN-1591,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-26 07:00,2026-03-26,SPOTIFY  RIYADH SA,Spotify,Entertainment,18.31,debit,SAR
TXN-1590,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-26 07:12,2026-03-26,IKEA  RIYADH SA,IKEA,Shopping,405.27,debit,SAR
TXN-1592,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-27 04:50,2026-03-27,WHITES PHARMACY  RIYADH SA,Whites Pharmacy,Health,35.3,debit,SAR
TXN-1593,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-27 11:25,2026-03-27,DANUBE  RIYADH SA,Danube,Groceries,408.89,debit,SAR
TXN-1009,ACC-ALINMA-001,Alinma Bank,Current,2026-03-27 14:00,2026-03-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11650.47,credit,SAR
TXN-1595,ACC-SNB-003,Saudi National Bank,Savings,2026-03-27 23:52,2026-03-27,HERFY  RIYADH SA,Herfy,Food & Dining,55.6,debit,SAR
TXN-1597,ACC-ALINMA-001,Alinma Bank,Current,2026-03-28 02:09,2026-03-28,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,156.23,debit,SAR
TXN-1596,ACC-SNB-003,Saudi National Bank,Savings,2026-03-28 02:31,2026-03-28,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,585.86,debit,SAR
TXN-1594,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-28 10:54,2026-03-28,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,19.56,debit,SAR
TXN-1600,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-29 01:02,2026-03-29,CAREEM  RIYADH SA,Careem,Transport,58.54,debit,SAR
TXN-1598,ACC-SNB-003,Saudi National Bank,Savings,2026-03-29 03:50,2026-03-29,KUDU  RIYADH SA,Kudu,Food & Dining,46.3,debit,SAR
TXN-1599,ACC-ALINMA-001,Alinma Bank,Current,2026-03-29 05:45,2026-03-29,FITNESS TIME  RIYADH SA,Fitness Time,Health,248.45,debit,SAR
TXN-1601,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-03-30 07:45,2026-03-30,DANUBE  RIYADH SA,Danube,Groceries,434.9,debit,SAR
TXN-1602,ACC-ALINMA-001,Alinma Bank,Current,2026-03-31 03:09,2026-03-31,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,180.96,debit,SAR
TXN-1603,ACC-SNB-003,Saudi National Bank,Savings,2026-03-31 07:24,2026-03-31,FITNESS TIME  RIYADH SA,Fitness Time,Health,414.29,debit,SAR
TXN-1604,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-01 01:46,2026-04-01,KUDU  RIYADH SA,Kudu,Food & Dining,36.94,debit,SAR
TXN-1605,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-02 08:07,2026-04-02,UBER  RIYADH SA,Uber,Transport,20.02,debit,SAR
TXN-1607,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-03 05:55,2026-04-03,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,64.05,debit,SAR
TXN-1606,ACC-ALINMA-001,Alinma Bank,Current,2026-04-03 08:01,2026-04-03,AL NAHDI PHARMACY  RIYADH SA,Al Nahdi Pharmacy,Health,87.51,debit,SAR
TXN-1608,ACC-SNB-003,Saudi National Bank,Savings,2026-04-04 12:17,2026-04-04,UBER  RIYADH SA,Uber,Transport,28.47,debit,SAR
TXN-1610,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-04 22:11,2026-04-04,HERFY  RIYADH SA,Herfy,Food & Dining,49.01,debit,SAR
TXN-1609,ACC-ALINMA-001,Alinma Bank,Current,2026-04-05 00:00,2026-04-05,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,63.89,debit,SAR
TXN-1611,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-05 08:11,2026-04-05,CARREFOUR  RIYADH SA,Carrefour,Groceries,186.69,debit,SAR
TXN-1612,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-06 00:47,2026-04-06,H&M  RIYADH SA,H&M,Shopping,204.2,debit,SAR
TXN-1613,ACC-ALINMA-001,Alinma Bank,Current,2026-04-06 22:32,2026-04-06,PETROMIN  RIYADH SA,Petromin,Transport,59.13,debit,SAR
TXN-1614,ACC-SNB-003,Saudi National Bank,Savings,2026-04-07 08:04,2026-04-07,HERFY  RIYADH SA,Herfy,Food & Dining,41.29,debit,SAR
TXN-1615,ACC-SNB-003,Saudi National Bank,Savings,2026-04-07 23:21,2026-04-07,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,420.61,debit,SAR
TXN-1616,ACC-ALINMA-001,Alinma Bank,Current,2026-04-08 05:06,2026-04-08,NETFLIX  RIYADH SA,Netflix,Entertainment,37.19,debit,SAR
TXN-1617,ACC-ALINMA-001,Alinma Bank,Current,2026-04-09 00:20,2026-04-09,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,54.88,debit,SAR
TXN-1619,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-10 04:46,2026-04-10,DANUBE  RIYADH SA,Danube,Groceries,475.69,debit,SAR
TXN-1618,ACC-ALINMA-001,Alinma Bank,Current,2026-04-10 08:12,2026-04-10,UBER  RIYADH SA,Uber,Transport,44.35,debit,SAR
TXN-1620,ACC-SNB-003,Saudi National Bank,Savings,2026-04-10 22:31,2026-04-10,KUDU  RIYADH SA,Kudu,Food & Dining,30.53,debit,SAR
TXN-1621,ACC-SNB-003,Saudi National Bank,Savings,2026-04-11 02:09,2026-04-11,CAREEM  RIYADH SA,Careem,Transport,20.26,debit,SAR
TXN-1622,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-04-11 13:07,2026-04-11,FITNESS TIME  RIYADH SA,Fitness Time,Health,285.91,debit,SAR
TXN-1623,ACC-ALINMA-001,Alinma Bank,Current,2026-04-12 13:45,2026-04-12,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,24.32,debit,SAR
TXN-1624,ACC-ALINMA-001,Alinma Bank,Current,2026-04-12 22:13,2026-04-12,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,217.78,debit,SAR
